	s_domain	domain_type	encoder_type	metric_name	metric_value	full_metric_name	clip_model_name
423	titan_erwin (image)	image	orig	diversity	0.198486328125	diversity/titan_erwin/ViT-B-16,	ViT-B-16
424	titan_erwin (image)	image	e4e	quality	0.273681640625	quality/titan_erwin/ViT-B-32,	ViT-B-32
425	titan_erwin (image)	image	e4e	diversity	0.189208984375	diversity/titan_erwin/ViT-B-32,	ViT-B-32
426	titan_erwin (image)	image	e4e	quality	0.291259765625	quality/titan_erwin/ViT-B-16,	ViT-B-16
427	titan_erwin (image)	image	e4e	diversity	0.187744140625	diversity/titan_erwin/ViT-B-16,	ViT-B-16
428	titan_erwin (image)	image	fse	quality	0.27197265625	quality/titan_erwin/ViT-B-32,	ViT-B-32
429	titan_erwin (image)	image	fse	diversity	0.1968994140625	diversity/titan_erwin/ViT-B-32,	ViT-B-32
430	titan_erwin (image)	image	fse	quality	0.282958984375	quality/titan_erwin/ViT-B-16,	ViT-B-16
431	titan_erwin (image)	image	fse	diversity	0.1947021484375	diversity/titan_erwin/ViT-B-16,	ViT-B-16
432	titan_erwin (image)	image	fse_with_features	quality	0.2452392578125	quality/titan_erwin/ViT-B-32,	ViT-B-32
433	titan_erwin (image)	image	fse_with_features	diversity	0.294677734375	diversity/titan_erwin/ViT-B-32,	ViT-B-32
434	titan_erwin (image)	image	fse_with_features	quality	0.2421875	quality/titan_erwin/ViT-B-16,	ViT-B-16
435	titan_erwin (image)	image	fse_with_features	diversity	0.278564453125	diversity/titan_erwin/ViT-B-16,	ViT-B-16
436	titan_erwin (image)	image	fse_with_generator_shift	quality	0.25634765625	quality/titan_erwin/ViT-B-32,	ViT-B-32
437	titan_erwin (image)	image	fse_with_generator_shift	diversity	0.25732421875	diversity/titan_erwin/ViT-B-32,	ViT-B-32
438	titan_erwin (image)	image	fse_with_generator_shift	quality	0.259033203125	quality/titan_erwin/ViT-B-16,	ViT-B-16
439	titan_erwin (image)	image	fse_with_generator_shift	diversity	0.2481689453125	diversity/titan_erwin/ViT-B-16,	ViT-B-16
440	edvard_munch_painting (text)	text	orig	quality	0.321533203125	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
441	edvard_munch_painting (text)	text	orig	diversity	0.12213134765625	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
442	edvard_munch_painting (text)	text	e4e	quality	0.31884765625	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
443	edvard_munch_painting (text)	text	e4e	diversity	0.10748291015625	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
444	edvard_munch_painting (text)	text	fse	quality	0.31982421875	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
445	edvard_munch_painting (text)	text	fse	diversity	0.09368896484375	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
446	edvard_munch_painting (text)	text	fse_with_features	quality	0.2744140625	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
447	edvard_munch_painting (text)	text	fse_with_features	diversity	0.214599609375	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
448	edvard_munch_painting (text)	text	fse_with_generator_shift	quality	0.30810546875	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
449	edvard_munch_painting (text)	text	fse_with_generator_shift	diversity	0.11517333984375	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
450	the_thanos (text)	text	orig	quality	0.3330078125	quality/the_thanos/ViT-B-32,	ViT-B-32
451	the_thanos (text)	text	orig	diversity	0.1534423828125	diversity/the_thanos/ViT-B-32,	ViT-B-32
452	the_thanos (text)	text	e4e	quality	0.333740234375	quality/the_thanos/ViT-B-32,	ViT-B-32
453	the_thanos (text)	text	e4e	diversity	0.12261962890625	diversity/the_thanos/ViT-B-32,	ViT-B-32
454	the_thanos (text)	text	fse	quality	0.338623046875	quality/the_thanos/ViT-B-32,	ViT-B-32
455	the_thanos (text)	text	fse	diversity	0.1300048828125	diversity/the_thanos/ViT-B-32,	ViT-B-32
456	the_thanos (text)	text	fse_with_features	quality	0.29296875	quality/the_thanos/ViT-B-32,	ViT-B-32
457	the_thanos (text)	text	fse_with_features	diversity	0.269775390625	diversity/the_thanos/ViT-B-32,	ViT-B-32
458	the_thanos (text)	text	fse_with_generator_shift	quality	0.32373046875	quality/the_thanos/ViT-B-32,	ViT-B-32
459	the_thanos (text)	text	fse_with_generator_shift	diversity	0.1815185546875	diversity/the_thanos/ViT-B-32,	ViT-B-32
460	tolkien_elf_indomain (text)	text	orig	quality	0.3203125	quality/tolkien_elf/ViT-B-32,	ViT-B-32
461	tolkien_elf_indomain (text)	text	orig	diversity	0.272705078125	diversity/tolkien_elf/ViT-B-32,	ViT-B-32
462	tolkien_elf_indomain (text)	text	e4e	quality	0.315185546875	quality/tolkien_elf/ViT-B-32,	ViT-B-32
463	tolkien_elf_indomain (text)	text	e4e	diversity	0.271240234375	diversity/tolkien_elf/ViT-B-32,	ViT-B-32
464	tolkien_elf_indomain (text)	text	fse	quality	0.312255859375	quality/tolkien_elf/ViT-B-32,	ViT-B-32
465	tolkien_elf_indomain (text)	text	fse	diversity	0.26416015625	diversity/tolkien_elf/ViT-B-32,	ViT-B-32
466	tolkien_elf_indomain (text)	text	fse_with_features	quality	0.27099609375	quality/tolkien_elf/ViT-B-32,	ViT-B-32
467	tolkien_elf_indomain (text)	text	fse_with_features	diversity	0.335205078125	diversity/tolkien_elf/ViT-B-32,	ViT-B-32
468	tolkien_elf_indomain (text)	text	fse_with_generator_shift	quality	0.27099609375	quality/tolkien_elf/ViT-B-32,	ViT-B-32
469	tolkien_elf_indomain (text)	text	fse_with_generator_shift	diversity	0.335205078125	diversity/tolkien_elf/ViT-B-32,	ViT-B-32
470	neanderthal_indomain (text)	text	orig	quality	0.3291015625	quality/the_neanderthal/ViT-B-32,	ViT-B-32
471	neanderthal_indomain (text)	text	orig	diversity	0.24560546875	diversity/the_neanderthal/ViT-B-32,	ViT-B-32
472	neanderthal_indomain (text)	text	e4e	quality	0.324951171875	quality/the_neanderthal/ViT-B-32,	ViT-B-32
473	neanderthal_indomain (text)	text	e4e	diversity	0.242431640625	diversity/the_neanderthal/ViT-B-32,	ViT-B-32
474	neanderthal_indomain (text)	text	fse	quality	0.33056640625	quality/the_neanderthal/ViT-B-32,	ViT-B-32
475	neanderthal_indomain (text)	text	fse	diversity	0.2261962890625	diversity/the_neanderthal/ViT-B-32,	ViT-B-32
476	neanderthal_indomain (text)	text	fse_with_features	quality	0.294921875	quality/the_neanderthal/ViT-B-32,	ViT-B-32
477	neanderthal_indomain (text)	text	fse_with_features	diversity	0.316162109375	diversity/the_neanderthal/ViT-B-32,	ViT-B-32
478	neanderthal_indomain (text)	text	fse_with_generator_shift	quality	0.294921875	quality/the_neanderthal/ViT-B-32,	ViT-B-32
479	neanderthal_indomain (text)	text	fse_with_generator_shift	diversity	0.316162109375	diversity/the_neanderthal/ViT-B-32,	ViT-B-32
480	modigliani_painting (text)	text	orig	quality	0.3701171875	quality/modigliani_painting/ViT-B-32,	ViT-B-32
481	modigliani_painting (text)	text	orig	diversity	0.1309814453125	diversity/modigliani_painting/ViT-B-32,	ViT-B-32
482	modigliani_painting (text)	text	e4e	quality	0.369140625	quality/modigliani_painting/ViT-B-32,	ViT-B-32
483	modigliani_painting (text)	text	e4e	diversity	0.116455078125	diversity/modigliani_painting/ViT-B-32,	ViT-B-32
484	modigliani_painting (text)	text	fse	quality	0.369140625	quality/modigliani_painting/ViT-B-32,	ViT-B-32
485	modigliani_painting (text)	text	fse	diversity	0.11920166015625	diversity/modigliani_painting/ViT-B-32,	ViT-B-32
486	modigliani_painting (text)	text	fse_with_features	quality	0.302978515625	quality/modigliani_painting/ViT-B-32,	ViT-B-32
487	modigliani_painting (text)	text	fse_with_features	diversity	0.25341796875	diversity/modigliani_painting/ViT-B-32,	ViT-B-32
488	modigliani_painting (text)	text	fse_with_generator_shift	quality	0.343505859375	quality/modigliani_painting/ViT-B-32,	ViT-B-32
489	modigliani_painting (text)	text	fse_with_generator_shift	diversity	0.1697998046875	diversity/modigliani_painting/ViT-B-32,	ViT-B-32
490	sketch (text)	text	orig	quality	0.27392578125	quality/sketch/ViT-B-32,	ViT-B-32
491	sketch (text)	text	orig	diversity	0.156005859375	diversity/sketch/ViT-B-32,	ViT-B-32
492	sketch (text)	text	e4e	quality	0.262939453125	quality/sketch/ViT-B-32,	ViT-B-32
493	sketch (text)	text	e4e	diversity	0.1729736328125	diversity/sketch/ViT-B-32,	ViT-B-32
494	sketch (text)	text	fse	quality	0.261962890625	quality/sketch/ViT-B-32,	ViT-B-32
495	sketch (text)	text	fse	diversity	0.1636962890625	diversity/sketch/ViT-B-32,	ViT-B-32
496	sketch (text)	text	fse_with_features	quality	0.252685546875	quality/sketch/ViT-B-32,	ViT-B-32
497	sketch (text)	text	fse_with_features	diversity	0.299072265625	diversity/sketch/ViT-B-32,	ViT-B-32
498	sketch (text)	text	fse_with_generator_shift	quality	0.258056640625	quality/sketch/ViT-B-32,	ViT-B-32
499	sketch (text)	text	fse_with_generator_shift	diversity	0.2568359375	diversity/sketch/ViT-B-32,	ViT-B-32
500	hulk (text)	text	orig	quality	0.30517578125	quality/hulk/ViT-B-32,	ViT-B-32
501	hulk (text)	text	orig	diversity	0.1895751953125	diversity/hulk/ViT-B-32,	ViT-B-32
502	hulk (text)	text	e4e	quality	0.304931640625	quality/hulk/ViT-B-32,	ViT-B-32
503	hulk (text)	text	e4e	diversity	0.212646484375	diversity/hulk/ViT-B-32,	ViT-B-32
504	hulk (text)	text	fse	quality	0.30859375	quality/hulk/ViT-B-32,	ViT-B-32
505	hulk (text)	text	fse	diversity	0.188720703125	diversity/hulk/ViT-B-32,	ViT-B-32
506	hulk (text)	text	fse_with_features	quality	0.289306640625	quality/hulk/ViT-B-32,	ViT-B-32
507	hulk (text)	text	fse_with_features	diversity	0.2724609375	diversity/hulk/ViT-B-32,	ViT-B-32
508	hulk (text)	text	fse_with_generator_shift	quality	0.289306640625	quality/hulk/ViT-B-32,	ViT-B-32
509	hulk (text)	text	fse_with_generator_shift	diversity	0.2724609375	diversity/hulk/ViT-B-32,	ViT-B-32
510	minimalist_drawing (text)	text	orig	quality	0.2454833984375	quality/minimalist_drawing/ViT-B-32,	ViT-B-32
511	minimalist_drawing (text)	text	orig	diversity	0.2509765625	diversity/minimalist_drawing/ViT-B-32,	ViT-B-32
512	minimalist_drawing (text)	text	e4e	quality	0.244384765625	quality/minimalist_drawing/ViT-B-32,	ViT-B-32
513	minimalist_drawing (text)	text	e4e	diversity	0.257080078125	diversity/minimalist_drawing/ViT-B-32,	ViT-B-32
514	minimalist_drawing (text)	text	fse	quality	0.2435302734375	quality/minimalist_drawing/ViT-B-32,	ViT-B-32
515	minimalist_drawing (text)	text	fse	diversity	0.255859375	diversity/minimalist_drawing/ViT-B-32,	ViT-B-32
516	minimalist_drawing (text)	text	fse_with_features	quality	0.232177734375	quality/minimalist_drawing/ViT-B-32,	ViT-B-32
517	minimalist_drawing (text)	text	fse_with_features	diversity	0.296875	diversity/minimalist_drawing/ViT-B-32,	ViT-B-32
518	minimalist_drawing (text)	text	fse_with_generator_shift	quality	0.232177734375	quality/minimalist_drawing/ViT-B-32,	ViT-B-32
519	minimalist_drawing (text)	text	fse_with_generator_shift	diversity	0.296875	diversity/minimalist_drawing/ViT-B-32,	ViT-B-32
520	zombie_indomain (text)	text	orig	quality	0.30322265625	quality/the_zombie/ViT-B-32,	ViT-B-32
521	zombie_indomain (text)	text	orig	diversity	0.1910400390625	diversity/the_zombie/ViT-B-32,	ViT-B-32
522	zombie_indomain (text)	text	e4e	quality	0.291015625	quality/the_zombie/ViT-B-32,	ViT-B-32
523	zombie_indomain (text)	text	e4e	diversity	0.2161865234375	diversity/the_zombie/ViT-B-32,	ViT-B-32
524	zombie_indomain (text)	text	fse	quality	0.29541015625	quality/the_zombie/ViT-B-32,	ViT-B-32
525	zombie_indomain (text)	text	fse	diversity	0.197509765625	diversity/the_zombie/ViT-B-32,	ViT-B-32
526	zombie_indomain (text)	text	fse_with_features	quality	0.28662109375	quality/the_zombie/ViT-B-32,	ViT-B-32
527	zombie_indomain (text)	text	fse_with_features	diversity	0.265869140625	diversity/the_zombie/ViT-B-32,	ViT-B-32
528	zombie_indomain (text)	text	fse_with_generator_shift	quality	0.28662109375	quality/the_zombie/ViT-B-32,	ViT-B-32
529	zombie_indomain (text)	text	fse_with_generator_shift	diversity	0.265869140625	diversity/the_zombie/ViT-B-32,	ViT-B-32
530	pop_art_indomain (text)	text	orig	quality	0.296875	quality/pop_art/ViT-B-32,	ViT-B-32
531	pop_art_indomain (text)	text	orig	diversity	0.264892578125	diversity/pop_art/ViT-B-32,	ViT-B-32
532	pop_art_indomain (text)	text	e4e	quality	0.29541015625	quality/pop_art/ViT-B-32,	ViT-B-32
533	pop_art_indomain (text)	text	e4e	diversity	0.2568359375	diversity/pop_art/ViT-B-32,	ViT-B-32
534	pop_art_indomain (text)	text	fse	quality	0.293701171875	quality/pop_art/ViT-B-32,	ViT-B-32
535	pop_art_indomain (text)	text	fse	diversity	0.266845703125	diversity/pop_art/ViT-B-32,	ViT-B-32
536	pop_art_indomain (text)	text	fse_with_features	quality	0.28271484375	quality/pop_art/ViT-B-32,	ViT-B-32
537	pop_art_indomain (text)	text	fse_with_features	diversity	0.325927734375	diversity/pop_art/ViT-B-32,	ViT-B-32
538	pop_art_indomain (text)	text	fse_with_generator_shift	quality	0.28271484375	quality/pop_art/ViT-B-32,	ViT-B-32
539	pop_art_indomain (text)	text	fse_with_generator_shift	diversity	0.325927734375	diversity/pop_art/ViT-B-32,	ViT-B-32
540	pixar (text)	text	orig	quality	0.34228515625	quality/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
541	pixar (text)	text	orig	diversity	0.1588134765625	diversity/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
542	pixar (text)	text	e4e	quality	0.34130859375	quality/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
543	pixar (text)	text	e4e	diversity	0.138916015625	diversity/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
544	pixar (text)	text	fse	quality	0.3427734375	quality/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
545	pixar (text)	text	fse	diversity	0.133056640625	diversity/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
546	pixar (text)	text	fse_with_features	quality	0.3056640625	quality/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
547	pixar (text)	text	fse_with_features	diversity	0.2568359375	diversity/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
548	pixar (text)	text	fse_with_generator_shift	quality	0.33251953125	quality/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
549	pixar (text)	text	fse_with_generator_shift	diversity	0.184326171875	diversity/3d_render_in_the_style_of_pixar/ViT-B-32,	ViT-B-32
550	hulk_indomain (text)	text	orig	quality	0.301025390625	quality/hulk/ViT-B-32,	ViT-B-32
551	hulk_indomain (text)	text	orig	diversity	0.251220703125	diversity/hulk/ViT-B-32,	ViT-B-32
552	hulk_indomain (text)	text	e4e	quality	0.2919921875	quality/hulk/ViT-B-32,	ViT-B-32
553	hulk_indomain (text)	text	e4e	diversity	0.302001953125	diversity/hulk/ViT-B-32,	ViT-B-32
554	hulk_indomain (text)	text	fse	quality	0.29443359375	quality/hulk/ViT-B-32,	ViT-B-32
555	hulk_indomain (text)	text	fse	diversity	0.28369140625	diversity/hulk/ViT-B-32,	ViT-B-32
556	hulk_indomain (text)	text	fse_with_features	quality	0.26904296875	quality/hulk/ViT-B-32,	ViT-B-32
557	hulk_indomain (text)	text	fse_with_features	diversity	0.345458984375	diversity/hulk/ViT-B-32,	ViT-B-32
558	hulk_indomain (text)	text	fse_with_generator_shift	quality	0.26904296875	quality/hulk/ViT-B-32,	ViT-B-32
559	hulk_indomain (text)	text	fse_with_generator_shift	diversity	0.345458984375	diversity/hulk/ViT-B-32,	ViT-B-32
560	edvard_munch_painting_indomain (text)	text	orig	quality	0.281494140625	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
561	edvard_munch_painting_indomain (text)	text	orig	diversity	0.2392578125	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
562	edvard_munch_painting_indomain (text)	text	e4e	quality	0.2744140625	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
563	edvard_munch_painting_indomain (text)	text	e4e	diversity	0.2230224609375	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
564	edvard_munch_painting_indomain (text)	text	fse	quality	0.27978515625	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
565	edvard_munch_painting_indomain (text)	text	fse	diversity	0.2069091796875	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
566	edvard_munch_painting_indomain (text)	text	fse_with_features	quality	0.247802734375	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
567	edvard_munch_painting_indomain (text)	text	fse_with_features	diversity	0.294189453125	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
568	edvard_munch_painting_indomain (text)	text	fse_with_generator_shift	quality	0.247802734375	quality/edvard_munch_painting/ViT-B-32,	ViT-B-32
569	edvard_munch_painting_indomain (text)	text	fse_with_generator_shift	diversity	0.294189453125	diversity/edvard_munch_painting/ViT-B-32,	ViT-B-32
570	frida_kahlo_painting (text)	text	orig	quality	0.332763671875	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
571	frida_kahlo_painting (text)	text	orig	diversity	0.1966552734375	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
572	frida_kahlo_painting (text)	text	e4e	quality	0.329345703125	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
573	frida_kahlo_painting (text)	text	e4e	diversity	0.19384765625	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
574	frida_kahlo_painting (text)	text	fse	quality	0.3271484375	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
575	frida_kahlo_painting (text)	text	fse	diversity	0.2060546875	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
576	frida_kahlo_painting (text)	text	fse_with_features	quality	0.287353515625	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
577	frida_kahlo_painting (text)	text	fse_with_features	diversity	0.287353515625	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
578	frida_kahlo_painting (text)	text	fse_with_generator_shift	quality	0.287353515625	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
579	frida_kahlo_painting (text)	text	fse_with_generator_shift	diversity	0.287353515625	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
580	hermione_granger (text)	text	orig	quality	0.339111328125	quality/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
581	hermione_granger (text)	text	orig	diversity	0.2052001953125	diversity/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
582	hermione_granger (text)	text	e4e	quality	0.3251953125	quality/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
583	hermione_granger (text)	text	e4e	diversity	0.201904296875	diversity/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
584	hermione_granger (text)	text	fse	quality	0.32421875	quality/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
585	hermione_granger (text)	text	fse	diversity	0.2137451171875	diversity/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
586	hermione_granger (text)	text	fse_with_features	quality	0.26708984375	quality/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
587	hermione_granger (text)	text	fse_with_features	diversity	0.318603515625	diversity/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
588	hermione_granger (text)	text	fse_with_generator_shift	quality	0.26708984375	quality/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
589	hermione_granger (text)	text	fse_with_generator_shift	diversity	0.318603515625	diversity/hermione_granger_(harry_potter)/ViT-B-32,	ViT-B-32
590	claude_monet_painting (text)	text	orig	quality	0.317626953125	quality/claude_monet_painting/ViT-B-32,	ViT-B-32
591	claude_monet_painting (text)	text	orig	diversity	0.222900390625	diversity/claude_monet_painting/ViT-B-32,	ViT-B-32
592	claude_monet_painting (text)	text	e4e	quality	0.31298828125	quality/claude_monet_painting/ViT-B-32,	ViT-B-32
593	claude_monet_painting (text)	text	e4e	diversity	0.225830078125	diversity/claude_monet_painting/ViT-B-32,	ViT-B-32
594	claude_monet_painting (text)	text	fse	quality	0.311279296875	quality/claude_monet_painting/ViT-B-32,	ViT-B-32
595	claude_monet_painting (text)	text	fse	diversity	0.2158203125	diversity/claude_monet_painting/ViT-B-32,	ViT-B-32
596	claude_monet_painting (text)	text	fse_with_features	quality	0.27392578125	quality/claude_monet_painting/ViT-B-32,	ViT-B-32
597	claude_monet_painting (text)	text	fse_with_features	diversity	0.306884765625	diversity/claude_monet_painting/ViT-B-32,	ViT-B-32
598	claude_monet_painting (text)	text	fse_with_generator_shift	quality	0.294677734375	quality/claude_monet_painting/ViT-B-32,	ViT-B-32
599	claude_monet_painting (text)	text	fse_with_generator_shift	diversity	0.255859375	diversity/claude_monet_painting/ViT-B-32,	ViT-B-32
600	dali_painting (text)	text	orig	quality	0.355224609375	quality/dali_painting/ViT-B-32,	ViT-B-32
601	dali_painting (text)	text	orig	diversity	0.1566162109375	diversity/dali_painting/ViT-B-32,	ViT-B-32
602	dali_painting (text)	text	e4e	quality	0.353515625	quality/dali_painting/ViT-B-32,	ViT-B-32
603	dali_painting (text)	text	e4e	diversity	0.12451171875	diversity/dali_painting/ViT-B-32,	ViT-B-32
604	dali_painting (text)	text	fse	quality	0.3564453125	quality/dali_painting/ViT-B-32,	ViT-B-32
605	dali_painting (text)	text	fse	diversity	0.12371826171875	diversity/dali_painting/ViT-B-32,	ViT-B-32
606	dali_painting (text)	text	fse_with_features	quality	0.298583984375	quality/dali_painting/ViT-B-32,	ViT-B-32
607	dali_painting (text)	text	fse_with_features	diversity	0.254150390625	diversity/dali_painting/ViT-B-32,	ViT-B-32
608	dali_painting (text)	text	fse_with_generator_shift	quality	0.335693359375	quality/dali_painting/ViT-B-32,	ViT-B-32
609	dali_painting (text)	text	fse_with_generator_shift	diversity	0.1689453125	diversity/dali_painting/ViT-B-32,	ViT-B-32
610	neanderthal (text)	text	orig	quality	0.370849609375	quality/neanderthal/ViT-B-32,	ViT-B-32
611	neanderthal (text)	text	orig	diversity	0.1414794921875	diversity/neanderthal/ViT-B-32,	ViT-B-32
612	neanderthal (text)	text	e4e	quality	0.368896484375	quality/neanderthal/ViT-B-32,	ViT-B-32
613	neanderthal (text)	text	e4e	diversity	0.130615234375	diversity/neanderthal/ViT-B-32,	ViT-B-32
614	neanderthal (text)	text	fse	quality	0.37060546875	quality/neanderthal/ViT-B-32,	ViT-B-32
615	neanderthal (text)	text	fse	diversity	0.11236572265625	diversity/neanderthal/ViT-B-32,	ViT-B-32
616	neanderthal (text)	text	fse_with_features	quality	0.314453125	quality/neanderthal/ViT-B-32,	ViT-B-32
617	neanderthal (text)	text	fse_with_features	diversity	0.268310546875	diversity/neanderthal/ViT-B-32,	ViT-B-32
618	neanderthal (text)	text	fse_with_generator_shift	quality	0.36328125	quality/neanderthal/ViT-B-32,	ViT-B-32
619	neanderthal (text)	text	fse_with_generator_shift	diversity	0.14306640625	diversity/neanderthal/ViT-B-32,	ViT-B-32
620	ukiyo-e (text)	text	orig	quality	0.340087890625	quality/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
621	ukiyo-e (text)	text	orig	diversity	0.1453857421875	diversity/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
622	ukiyo-e (text)	text	e4e	quality	0.340087890625	quality/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
623	ukiyo-e (text)	text	e4e	diversity	0.1201171875	diversity/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
624	ukiyo-e (text)	text	fse	quality	0.336669921875	quality/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
625	ukiyo-e (text)	text	fse	diversity	0.118408203125	diversity/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
626	ukiyo-e (text)	text	fse_with_features	quality	0.2939453125	quality/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
627	ukiyo-e (text)	text	fse_with_features	diversity	0.27294921875	diversity/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
628	ukiyo-e (text)	text	fse_with_generator_shift	quality	0.3193359375	quality/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
629	ukiyo-e (text)	text	fse_with_generator_shift	diversity	0.189208984375	diversity/a_painting_in_ukiyo-e_style/ViT-B-32,	ViT-B-32
630	botero_indomain (text)	text	orig	quality	0.35302734375	quality/fernando_botero_painting/ViT-B-32,	ViT-B-32
631	botero_indomain (text)	text	orig	diversity	0.254150390625	diversity/fernando_botero_painting/ViT-B-32,	ViT-B-32
632	botero_indomain (text)	text	e4e	quality	0.34130859375	quality/fernando_botero_painting/ViT-B-32,	ViT-B-32
633	botero_indomain (text)	text	e4e	diversity	0.242919921875	diversity/fernando_botero_painting/ViT-B-32,	ViT-B-32
634	botero_indomain (text)	text	fse	quality	0.3427734375	quality/fernando_botero_painting/ViT-B-32,	ViT-B-32
635	botero_indomain (text)	text	fse	diversity	0.2432861328125	diversity/fernando_botero_painting/ViT-B-32,	ViT-B-32
636	botero_indomain (text)	text	fse_with_features	quality	0.3076171875	quality/fernando_botero_painting/ViT-B-32,	ViT-B-32
637	botero_indomain (text)	text	fse_with_features	diversity	0.297607421875	diversity/fernando_botero_painting/ViT-B-32,	ViT-B-32
638	botero_indomain (text)	text	fse_with_generator_shift	quality	0.3076171875	quality/fernando_botero_painting/ViT-B-32,	ViT-B-32
639	botero_indomain (text)	text	fse_with_generator_shift	diversity	0.297607421875	diversity/fernando_botero_painting/ViT-B-32,	ViT-B-32
640	frida_kahlo_painting_indomain (text)	text	orig	quality	0.31298828125	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
641	frida_kahlo_painting_indomain (text)	text	orig	diversity	0.260009765625	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
642	frida_kahlo_painting_indomain (text)	text	e4e	quality	0.301513671875	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
643	frida_kahlo_painting_indomain (text)	text	e4e	diversity	0.26025390625	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
644	frida_kahlo_painting_indomain (text)	text	fse	quality	0.29638671875	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
645	frida_kahlo_painting_indomain (text)	text	fse	diversity	0.273681640625	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
646	frida_kahlo_painting_indomain (text)	text	fse_with_features	quality	0.26708984375	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
647	frida_kahlo_painting_indomain (text)	text	fse_with_features	diversity	0.3388671875	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
648	frida_kahlo_painting_indomain (text)	text	fse_with_generator_shift	quality	0.26708984375	quality/frida_kahlo_painting/ViT-B-32,	ViT-B-32
649	frida_kahlo_painting_indomain (text)	text	fse_with_generator_shift	diversity	0.3388671875	diversity/frida_kahlo_painting/ViT-B-32,	ViT-B-32
650	impressionist_drawing_indomain (text)	text	orig	quality	0.30908203125	quality/impressionist_drawing/ViT-B-32,	ViT-B-32
651	impressionist_drawing_indomain (text)	text	orig	diversity	0.23095703125	diversity/impressionist_drawing/ViT-B-32,	ViT-B-32
652	impressionist_drawing_indomain (text)	text	e4e	quality	0.29736328125	quality/impressionist_drawing/ViT-B-32,	ViT-B-32
