	s_domain	encoder_type	metric_name	metric_value
242	maria_trepalina_img_6833_1	orig	quality/maria_trepalina/ViT-B-16,	0.2305908203125
243	maria_trepalina_img_6833_1	orig	diversity/maria_trepalina/ViT-B-16,	0.232177734375
244	maria_trepalina_img_6833_1	e4e	quality/maria_trepalina/ViT-B-32,	0.2257080078125
245	maria_trepalina_img_6833_1	e4e	diversity/maria_trepalina/ViT-B-32,	0.244873046875
246	maria_trepalina_img_6833_1	e4e	quality/maria_trepalina/ViT-B-16,	0.232666015625
247	maria_trepalina_img_6833_1	e4e	diversity/maria_trepalina/ViT-B-16,	0.21826171875
248	maria_trepalina_img_6833_1	fse	quality/maria_trepalina/ViT-B-32,	0.2257080078125
249	maria_trepalina_img_6833_1	fse	diversity/maria_trepalina/ViT-B-32,	0.25390625
250	maria_trepalina_img_6833_1	fse	quality/maria_trepalina/ViT-B-16,	0.23486328125
251	maria_trepalina_img_6833_1	fse	diversity/maria_trepalina/ViT-B-16,	0.2264404296875
252	maria_trepalina_img_6833_1	fse_with_features	quality/maria_trepalina/ViT-B-32,	0.2242431640625
253	maria_trepalina_img_6833_1	fse_with_features	diversity/maria_trepalina/ViT-B-32,	0.327392578125
254	maria_trepalina_img_6833_1	fse_with_features	quality/maria_trepalina/ViT-B-16,	0.23828125
255	maria_trepalina_img_6833_1	fse_with_features	diversity/maria_trepalina/ViT-B-16,	0.285888671875
256	maria_trepalina_img_6833_1	fse_with_generator_shift	quality/maria_trepalina/ViT-B-32,	0.2237548828125
257	maria_trepalina_img_6833_1	fse_with_generator_shift	diversity/maria_trepalina/ViT-B-32,	0.3134765625
258	maria_trepalina_img_6833_1	fse_with_generator_shift	quality/maria_trepalina/ViT-B-16,	0.2386474609375
259	maria_trepalina_img_6833_1	fse_with_generator_shift	diversity/maria_trepalina/ViT-B-16,	0.275634765625
260	rain_artwork_dtiyschallennge	orig	quality/rain_artwork_dtiyschallennge/ViT-B-32,	0.1944580078125
261	rain_artwork_dtiyschallennge	orig	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	0.2099609375
262	rain_artwork_dtiyschallennge	orig	quality/rain_artwork_dtiyschallennge/ViT-B-16,	0.218505859375
263	rain_artwork_dtiyschallennge	orig	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	0.2037353515625
264	rain_artwork_dtiyschallennge	e4e	quality/rain_artwork_dtiyschallennge/ViT-B-32,	0.1966552734375
265	rain_artwork_dtiyschallennge	e4e	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	0.1956787109375
266	rain_artwork_dtiyschallennge	e4e	quality/rain_artwork_dtiyschallennge/ViT-B-16,	0.2200927734375
267	rain_artwork_dtiyschallennge	e4e	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	0.1824951171875
268	rain_artwork_dtiyschallennge	fse	quality/rain_artwork_dtiyschallennge/ViT-B-32,	0.1961669921875
269	rain_artwork_dtiyschallennge	fse	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	0.1993408203125
270	rain_artwork_dtiyschallennge	fse	quality/rain_artwork_dtiyschallennge/ViT-B-16,	0.2208251953125
271	rain_artwork_dtiyschallennge	fse	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	0.1832275390625
272	rain_artwork_dtiyschallennge	fse_with_features	quality/rain_artwork_dtiyschallennge/ViT-B-32,	0.1986083984375
273	rain_artwork_dtiyschallennge	fse_with_features	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	0.29150390625
274	rain_artwork_dtiyschallennge	fse_with_features	quality/rain_artwork_dtiyschallennge/ViT-B-16,	0.222900390625
275	rain_artwork_dtiyschallennge	fse_with_features	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	0.269287109375
276	rain_artwork_dtiyschallennge	fse_with_generator_shift	quality/rain_artwork_dtiyschallennge/ViT-B-32,	0.1981201171875
277	rain_artwork_dtiyschallennge	fse_with_generator_shift	diversity/rain_artwork_dtiyschallennge/ViT-B-32,	0.2646484375
278	rain_artwork_dtiyschallennge	fse_with_generator_shift	quality/rain_artwork_dtiyschallennge/ViT-B-16,	0.2236328125
279	rain_artwork_dtiyschallennge	fse_with_generator_shift	diversity/rain_artwork_dtiyschallennge/ViT-B-16,	0.2479248046875
280	mermaid	orig	quality/mermaid/ViT-B-32,	0.224609375
281	mermaid	orig	diversity/mermaid/ViT-B-32,	0.2000732421875
282	mermaid	orig	quality/mermaid/ViT-B-16,	0.22412109375
283	mermaid	orig	diversity/mermaid/ViT-B-16,	0.190673828125
284	mermaid	e4e	quality/mermaid/ViT-B-32,	0.228515625
285	mermaid	e4e	diversity/mermaid/ViT-B-32,	0.163818359375
286	mermaid	e4e	quality/mermaid/ViT-B-16,	0.2271728515625
287	mermaid	e4e	diversity/mermaid/ViT-B-16,	0.15966796875
288	mermaid	fse	quality/mermaid/ViT-B-32,	0.2305908203125
289	mermaid	fse	diversity/mermaid/ViT-B-32,	0.17236328125
290	mermaid	fse	quality/mermaid/ViT-B-16,	0.2254638671875
291	mermaid	fse	diversity/mermaid/ViT-B-16,	0.1605224609375
292	mermaid	fse_with_features	quality/mermaid/ViT-B-32,	0.217041015625
293	mermaid	fse_with_features	diversity/mermaid/ViT-B-32,	0.290283203125
